word,font_color,con_label,corr_resp,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Welcome.started,text_2.started,Welcome.stopped,trial.started,text.started,key_resp.started,text.stopped,trial.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,Thanks.started,text_3.started,text_3.stopped,Thanks.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
RED,blue,incongruent,b,14,2,3,b,0.4235983000253327,None,3,2,14,2,21.281543500022963,,,,,21.26915370003553,22.264516399998683,22.264516399998683,22.564299200021196,22.698085899988655,b,0.4235983000253327,None,,,,,2,001,2025-08-24_12h24.57.572,Stroop Task,,2025.1.1,60.236609401185255,2025-08-24 12h25.05.606041 +0530,
BLUE,red,incongruent,r,15,3,3,r,0.26574370003072545,None,3,3,15,3,22.71492009999929,,,,,22.703527899982873,23.69757820002269,23.69757820002269,,23.96476599999005,r,0.26574370003072545,None,,,,,2,001,2025-08-24_12h24.57.572,Stroop Task,,2025.1.1,60.236609401185255,2025-08-24 12h25.05.606041 +0530,
RED,red,congruent,r,16,0,4,b,0.3167271999991499,None,4,0,16,0,23.9814025000087,,,,,23.969390699989162,24.980214999988675,24.980214999988675,25.28023730003042,25.3142952999915,b,0.3167271999991499,None,,,,,2,001,2025-08-24_12h24.57.572,Stroop Task,,2025.1.1,60.236609401185255,2025-08-24 12h25.05.606041 +0530,
BLUE,blue,congruent,b,17,1,4,r,0.5290809000143781,None,4,1,17,1,25.330603600014,,,,,25.318766699987464,26.329653699998744,26.329653699998744,26.630204799992498,26.863207100017462,r,0.5290809000143781,None,,,,,2,001,2025-08-24_12h24.57.572,Stroop Task,,2025.1.1,60.236609401185255,2025-08-24 12h25.05.606041 +0530,
RED,blue,incongruent,b,18,2,4,b,0.366850099992007,None,4,2,18,2,26.87950440001441,,,,,26.866587300028186,27.862500999995973,27.862500999995973,28.16216170002008,28.247164900007192,b,0.366850099992007,None,,,,,2,001,2025-08-24_12h24.57.572,Stroop Task,,2025.1.1,60.236609401185255,2025-08-24 12h25.05.606041 +0530,
BLUE,red,incongruent,r,19,3,4,r,0.6039706000010483,None,4,3,19,3,28.262380100029986,,,,,28.25168330001179,29.261832699994557,29.261832699994557,29.56245209998451,29.878866499988362,r,0.6039706000010483,None,,,,,2,001,2025-08-24_12h24.57.572,Stroop Task,,2025.1.1,60.236609401185255,2025-08-24 12h25.05.606041 +0530,
BLUE,blue,congruent,b,20,0,5,b,0.3368929999996908,None,5,0,20,1,29.894966899999417,,,,,29.87969620001968,30.895307900034823,30.895307900034823,31.195532999990974,31.246561600011773,b,0.3368929999996908,None,,,,,2,001,2025-08-24_12h24.57.572,Stroop Task,,2025.1.1,60.236609401185255,2025-08-24 12h25.05.606041 +0530,
RED,red,congruent,r,21,1,5,b,0.5824567000381649,None,5,1,21,0,31.262076399987563,,,,,31.25119799998356,32.26106180000352,32.26106180000352,32.56079590000445,32.84423980000429,b,0.5824567000381649,None,,,,,2,001,2025-08-24_12h24.57.572,Stroop Task,,2025.1.1,60.236609401185255,2025-08-24 12h25.05.606041 +0530,
BLUE,red,incongruent,r,22,2,5,r,0.41403729998273775,None,5,2,22,3,32.86112190003041,,,,,32.848403199983295,33.84388870000839,33.84388870000839,34.143565899983514,34.26098210003693,r,0.41403729998273775,None,,,,,2,001,2025-08-24_12h24.57.572,Stroop Task,,2025.1.1,60.236609401185255,2025-08-24 12h25.05.606041 +0530,
RED,blue,incongruent,b,23,3,5,b,0.48596880002878606,None,5,3,23,2,34.27722960000392,,,,,34.26454210001975,35.26108090003254,35.26108090003254,35.560186000016984,35.760341199988034,b,0.48596880002878606,None,,,,,2,001,2025-08-24_12h24.57.572,Stroop Task,,2025.1.1,60.236609401185255,2025-08-24 12h25.05.606041 +0530,
RED,blue,incongruent,b,24,0,6,r,0.5490474999533035,None,6,0,24,2,35.77701720001642,,,,,35.76099049998447,36.75981190003222,36.75981190003222,37.0593539000256,37.31048159999773,r,0.5490474999533035,None,,,,,2,001,2025-08-24_12h24.57.572,Stroop Task,,2025.1.1,60.236609401185255,2025-08-24 12h25.05.606041 +0530,
RED,red,congruent,r,25,1,6,r,0.7632186000118963,None,6,1,25,0,37.32618530001491,,,,,37.31112379999831,38.325667800032534,38.325667800032534,38.62593249999918,39.09350750001613,r,0.7632186000118963,None,,,,,2,001,2025-08-24_12h24.57.572,Stroop Task,,2025.1.1,60.236609401185255,2025-08-24 12h25.05.606041 +0530,
BLUE,blue,congruent,b,26,2,6,b,0.2573221999919042,None,6,2,26,1,39.1092115000356,,,,,39.09775150002679,40.1094221000094,40.1094221000094,,40.37511690001702,b,0.2573221999919042,None,,,,,2,001,2025-08-24_12h24.57.572,Stroop Task,,2025.1.1,60.236609401185255,2025-08-24 12h25.05.606041 +0530,
BLUE,red,incongruent,r,27,3,6,r,0.5909859000239521,None,6,3,27,3,40.39151420001872,,,,,40.37581490003504,41.375211200036574,41.375211200036574,41.67480700003216,41.97558359999675,r,0.5909859000239521,None,,,,,2,001,2025-08-24_12h24.57.572,Stroop Task,,2025.1.1,60.236609401185255,2025-08-24 12h25.05.606041 +0530,
BLUE,blue,congruent,b,28,0,7,b,0.500691800029017,None,7,0,28,1,41.990736400010064,,,,,41.976529200037476,42.9914403000148,42.9914403000148,43.307609600014985,43.508283200033475,b,0.500691800029017,None,,,,,2,001,2025-08-24_12h24.57.572,Stroop Task,,2025.1.1,60.236609401185255,2025-08-24 12h25.05.606041 +0530,
RED,blue,incongruent,b,29,1,7,r,0.7250374999712221,None,7,1,29,2,43.524052900029346,,,,,43.5125648000394,44.50724990002345,44.50724990002345,44.80660640000133,45.242213500023354,r,0.7250374999712221,None,,,,,2,001,2025-08-24_12h24.57.572,Stroop Task,,2025.1.1,60.236609401185255,2025-08-24 12h25.05.606041 +0530,
BLUE,red,incongruent,r,30,2,7,r,1.0488493000157177,None,7,2,30,3,45.256762900040485,,,,,45.24664700002177,46.25738020002609,46.25738020002609,46.572975100018084,47.32308290002402,r,1.0488493000157177,None,,,,,2,001,2025-08-24_12h24.57.572,Stroop Task,,2025.1.1,60.236609401185255,2025-08-24 12h25.05.606041 +0530,
RED,red,congruent,r,31,3,7,r,0.5551795000210404,None,7,3,31,0,47.339344599982724,,,,,47.327293600013945,48.32269390003057,48.32269390003057,48.621565200039186,48.89017450000392,r,0.5551795000210404,None,,,,,2,001,2025-08-24_12h24.57.572,Stroop Task,,2025.1.1,60.236609401185255,2025-08-24 12h25.05.606041 +0530,
BLUE,red,incongruent,r,32,0,8,b,0.6677609999896958,None,8,0,32,3,48.90554940002039,,,,,48.89447410003049,49.90479729999788,49.90479729999788,50.2043656000169,50.588825699989684,b,0.6677609999896958,None,,,,,2,001,2025-08-24_12h24.57.572,Stroop Task,,2025.1.1,60.236609401185255,2025-08-24 12h25.05.606041 +0530,
RED,blue,incongruent,b,33,1,8,b,0.4286775999935344,None,8,1,33,2,50.60529440001119,,,,,50.59262100001797,51.58767929999158,51.58767929999158,51.887280200026,52.021103899984155,b,0.4286775999935344,None,,,,,2,001,2025-08-24_12h24.57.572,Stroop Task,,2025.1.1,60.236609401185255,2025-08-24 12h25.05.606041 +0530,
RED,red,congruent,r,34,2,8,r,0.5191893999581225,None,8,2,34,0,52.03780170000391,,,,,52.021761399984825,53.0208725000266,53.0208725000266,53.32041310000932,53.55432679998921,r,0.5191893999581225,None,,,,,2,001,2025-08-24_12h24.57.572,Stroop Task,,2025.1.1,60.236609401185255,2025-08-24 12h25.05.606041 +0530,
BLUE,blue,congruent,b,35,3,8,b,0.8404124999651685,None,8,3,35,1,53.571062800008804,,,,,53.558716400002595,54.553929699992295,54.553929699992295,54.85357350000413,55.40374109998811,b,0.8404124999651685,None,,,,,2,001,2025-08-24_12h24.57.572,Stroop Task,,2025.1.1,60.236609401185255,2025-08-24 12h25.05.606041 +0530,
BLUE,red,incongruent,r,36,0,9,b,0.5072719000163488,None,9,0,36,3,55.41988970001694,,,,,55.40443729999242,56.40289560001111,56.40289560001111,56.70285350002814,56.92014000000199,b,0.5072719000163488,None,,,,,2,001,2025-08-24_12h24.57.572,Stroop Task,,2025.1.1,60.236609401185255,2025-08-24 12h25.05.606041 +0530,
BLUE,blue,congruent,b,37,1,9,r,0.5056472000433132,None,9,1,37,1,56.9369352000067,,,,,56.921701800019946,57.936021900037304,57.936021900037304,58.23629130003974,58.45280450000428,r,0.5056472000433132,None,,,,,2,001,2025-08-24_12h24.57.572,Stroop Task,,2025.1.1,60.236609401185255,2025-08-24 12h25.05.606041 +0530,
RED,blue,incongruent,b,38,2,9,b,0.756786199985072,None,9,2,38,2,58.46904100000393,,,,,58.45692530000815,59.45187340001576,59.45187340001576,59.75177430000622,60.22010279999813,b,0.756786199985072,None,,,,,2,001,2025-08-24_12h24.57.572,Stroop Task,,2025.1.1,60.236609401185255,2025-08-24 12h25.05.606041 +0530,
RED,red,congruent,r,39,3,9,r,0.55216769996332,None,9,3,39,0,60.235634099983145,,,,,60.22125619999133,61.233793499995954,61.233793499995954,61.53467990003992,61.80138090002583,r,0.55216769996332,None,,,,,2,001,2025-08-24_12h24.57.572,Stroop Task,,2025.1.1,60.236609401185255,2025-08-24 12h25.05.606041 +0530,
RED,blue,incongruent,b,40,0,10,r,0.6846057999646291,None,10,0,40,2,61.81816060002893,,,,,61.802138500032015,62.80071109998971,62.80071109998971,63.100842499989085,63.50116849999176,r,0.6846057999646291,None,,,,,2,001,2025-08-24_12h24.57.572,Stroop Task,,2025.1.1,60.236609401185255,2025-08-24 12h25.05.606041 +0530,
RED,red,congruent,r,41,1,10,b,0.7947255999897607,None,10,1,41,0,63.51804220001213,,,,,63.50183660001494,64.50034720002441,64.50034720002441,64.80326230003266,65.3003761,b,0.7947255999897607,None,,,,,2,001,2025-08-24_12h24.57.572,Stroop Task,,2025.1.1,60.236609401185255,2025-08-24 12h25.05.606041 +0530,
BLUE,blue,congruent,b,42,2,10,b,0.7130389999947511,None,10,2,42,1,65.31716129998676,,,,,65.30573980003828,66.29982590000145,66.29982590000145,66.60021140001481,67.0218634000048,b,0.7130389999947511,None,,,,,2,001,2025-08-24_12h24.57.572,Stroop Task,,2025.1.1,60.236609401185255,2025-08-24 12h25.05.606041 +0530,
BLUE,red,incongruent,r,43,3,10,r,0.7831681999959983,None,10,3,43,3,67.03484869998647,,,,,67.0231211000355,68.03328129998408,68.03328129998408,68.33496489998652,68.81731020001462,r,0.7831681999959983,None,,,,,2,001,2025-08-24_12h24.57.572,Stroop Task,,2025.1.1,60.236609401185255,2025-08-24 12h25.05.606041 +0530,
RED,blue,incongruent,b,44,0,11,b,0.39996640000026673,None,11,0,44,2,68.83849709999049,,,,,68.82319710002048,69.83114830002887,69.83114830002887,70.13280830002623,70.23395419999724,b,0.39996640000026673,None,,,,,2,001,2025-08-24_12h24.57.572,Stroop Task,,2025.1.1,60.236609401185255,2025-08-24 12h25.05.606041 +0530,
BLUE,blue,congruent,b,45,1,11,b,0.4908493999973871,None,11,1,45,1,70.26311470003566,,,,,70.23994790000143,71.24855379998917,71.24855379998917,71.54847899999004,71.7472725000116,b,0.4908493999973871,None,,,,,2,001,2025-08-24_12h24.57.572,Stroop Task,,2025.1.1,60.236609401185255,2025-08-24 12h25.05.606041 +0530,
BLUE,red,incongruent,r,46,2,11,r,0.5161247000214644,None,11,2,46,3,71.76359799999045,,,,,71.74806000001263,72.75000070000533,72.75000070000533,73.0655415999936,73.28309879999142,r,0.5161247000214644,None,,,,,2,001,2025-08-24_12h24.57.572,Stroop Task,,2025.1.1,60.236609401185255,2025-08-24 12h25.05.606041 +0530,
RED,red,congruent,r,47,3,11,r,0.5009557000012137,None,11,3,47,0,73.3013647000189,,,,,73.2887183999992,74.29708660003962,74.29708660003962,74.59693180001341,74.8140446000034,r,0.5009557000012137,None,,,,,2,001,2025-08-24_12h24.57.572,Stroop Task,,2025.1.1,60.236609401185255,2025-08-24 12h25.05.606041 +0530,
BLUE,red,incongruent,r,48,0,12,b,0.36101230001077056,None,12,0,48,3,74.83151099999668,,,,,74.81975289998809,75.82957599998917,75.82957599998917,76.13001640001312,76.19662860000972,b,0.36101230001077056,None,,,,,2,001,2025-08-24_12h24.57.572,Stroop Task,,2025.1.1,60.236609401185255,2025-08-24 12h25.05.606041 +0530,
RED,blue,incongruent,b,49,1,12,r,0.47536219999892637,None,12,1,49,2,76.21290099999169,,,,,76.20064930000808,77.195875000034,77.195875000034,77.49535169999581,77.67981270002201,r,0.47536219999892637,None,,,,,2,001,2025-08-24_12h24.57.572,Stroop Task,,2025.1.1,60.236609401185255,2025-08-24 12h25.05.606041 +0530,
RED,red,congruent,r,50,2,12,r,0.5285098000313155,None,12,2,50,0,77.69571030000225,,,,,77.68069040001137,78.67906019999646,78.67906019999646,78.97854260000167,79.21228740003426,r,0.5285098000313155,None,,,,,2,001,2025-08-24_12h24.57.572,Stroop Task,,2025.1.1,60.236609401185255,2025-08-24 12h25.05.606041 +0530,
BLUE,blue,congruent,b,51,3,12,b,0.3094514000113122,None,12,3,51,1,79.2288067000336,,,,,79.21664490003604,80.21447760000592,80.21447760000592,80.52780019998318,80.52833800000371,b,0.3094514000113122,None,,,,,2,001,2025-08-24_12h24.57.572,Stroop Task,,2025.1.1,60.236609401185255,2025-08-24 12h25.05.606041 +0530,
BLUE,red,incongruent,r,52,0,13,b,0.662736100028269,None,13,0,52,3,80.54457189998357,,,,,80.52896470000269,81.52756319998298,81.52756319998298,81.82730420003645,82.19540830003098,b,0.662736100028269,None,,,,,2,001,2025-08-24_12h24.57.572,Stroop Task,,2025.1.1,60.236609401185255,2025-08-24 12h25.05.606041 +0530,
BLUE,blue,congruent,b,53,1,13,r,0.7284788999822922,None,13,1,53,1,82.21156259998679,,,,,82.19657349999761,83.21120640001027,83.21120640001027,83.51013860001694,83.9438864000258,r,0.7284788999822922,None,,,,,2,001,2025-08-24_12h24.57.572,Stroop Task,,2025.1.1,60.236609401185255,2025-08-24 12h25.05.606041 +0530,
RED,red,congruent,r,54,2,13,r,0.5772243000101298,None,13,2,54,0,83.96043640002608,,,,,83.94776499998989,84.94287760002771,84.94287760002771,85.24352960003307,85.52713220001897,r,0.5772243000101298,None,,,,,2,001,2025-08-24_12h24.57.572,Stroop Task,,2025.1.1,60.236609401185255,2025-08-24 12h25.05.606041 +0530,
RED,blue,incongruent,b,55,3,13,r,0.5117417000001296,None,13,3,55,2,85.542792799999,,,,,85.52785100002075,86.54266989999451,86.54266989999451,86.84257770003751,87.06077580002602,r,0.5117417000001296,None,,,,,2,001,2025-08-24_12h24.57.572,Stroop Task,,2025.1.1,60.236609401185255,2025-08-24 12h25.05.606041 +0530,
BLUE,red,incongruent,r,56,0,14,b,0.6626028000027873,None,14,0,56,3,87.07612879999215,,,,,87.06522970000515,88.07593180000549,88.07593180000549,88.37504529999569,88.74294209998334,b,0.6626028000027873,None,,,,,2,001,2025-08-24_12h24.57.572,Stroop Task,,2025.1.1,60.236609401185255,2025-08-24 12h25.05.606041 +0530,
RED,red,congruent,r,57,1,14,r,0.5916965000214987,None,14,1,57,0,88.76036990003195,,,,,88.74733099999139,89.76009830000112,89.76009830000112,90.07448439998552,90.35847610002384,r,0.5916965000214987,None,,,,,2,001,2025-08-24_12h24.57.572,Stroop Task,,2025.1.1,60.236609401185255,2025-08-24 12h25.05.606041 +0530,
BLUE,blue,congruent,b,58,2,14,b,0.5174176000291482,None,14,2,58,1,90.3748695999966,,,,,90.36305039998842,91.35766989999684,91.35766989999684,91.65808249998372,91.89173000003211,b,0.5174176000291482,None,,,,,2,001,2025-08-24_12h24.57.572,Stroop Task,,2025.1.1,60.236609401185255,2025-08-24 12h25.05.606041 +0530,
RED,blue,incongruent,b,59,3,14,b,0.8776118999812752,None,14,3,59,2,91.90729709999869,,,,,91.8954205000191,92.90718010003911,92.90718010003911,93.20743660000153,93.79274190001888,b,0.8776118999812752,None,,,,,2,001,2025-08-24_12h24.57.572,Stroop Task,,2025.1.1,60.236609401185255,2025-08-24 12h25.05.606041 +0530,
BLUE,blue,congruent,b,60,0,15,b,0.6061866999953054,None,15,0,60,1,93.80762189999223,,,,,93.79573340003844,94.8065250000218,94.8065250000218,95.10813010000857,95.42513660003897,b,0.6061866999953054,None,,,,,2,001,2025-08-24_12h24.57.572,Stroop Task,,2025.1.1,60.236609401185255,2025-08-24 12h25.05.606041 +0530,
RED,blue,incongruent,b,61,1,15,b,0.8716951999813318,None,15,1,61,2,95.4408720000065,,,,,95.42963010002859,96.44186630001059,96.44186630001059,96.75566309998976,97.32285070000216,b,0.8716951999813318,None,,,,,2,001,2025-08-24_12h24.57.572,Stroop Task,,2025.1.1,60.236609401185255,2025-08-24 12h25.05.606041 +0530,
RED,red,congruent,r,62,2,15,r,0.42859389999648556,None,15,2,62,0,97.3395954000298,,,,,97.3235277000349,98.33832540002186,98.33832540002186,98.63899750000564,98.7722572000348,r,0.42859389999648556,None,,,,,2,001,2025-08-24_12h24.57.572,Stroop Task,,2025.1.1,60.236609401185255,2025-08-24 12h25.05.606041 +0530,
BLUE,red,incongruent,r,63,3,15,r,0.9020727000315674,None,15,3,63,3,98.78836499998579,,,,,98.77595610002754,99.77172160003101,99.77172160003101,100.0711945000221,100.68890220002504,r,0.9020727000315674,None,,,,,2,001,2025-08-24_12h24.57.572,Stroop Task,,2025.1.1,60.236609401185255,2025-08-24 12h25.05.606041 +0530,
BLUE,red,incongruent,r,64,0,16,r,1.0958722999785095,None,16,0,64,3,100.70465040003182,,,,,100.68971740000416,101.70422780001536,101.70422780001536,102.00373250001576,102.80448170000454,r,1.0958722999785095,None,,,,,2,001,2025-08-24_12h24.57.572,Stroop Task,,2025.1.1,60.236609401185255,2025-08-24 12h25.05.606041 +0530,
RED,red,congruent,r,65,1,16,b,2.5880418999586254,None,16,1,65,0,102.82113270001719,,,,,102.80739770003129,103.80516260000877,103.80516260000877,104.10493750002934,106.40298290003557,b,2.5880418999586254,None,,,,,2,001,2025-08-24_12h24.57.572,Stroop Task,,2025.1.1,60.236609401185255,2025-08-24 12h25.05.606041 +0530,
BLUE,blue,congruent,b,66,2,16,b,0.9037394000333734,None,16,2,66,1,106.41923360002693,,,,,106.40676440001698,107.40273909998359,107.40273909998359,107.70247850002488,108.31936060002772,b,0.9037394000333734,None,,,,,2,001,2025-08-24_12h24.57.572,Stroop Task,,2025.1.1,60.236609401185255,2025-08-24 12h25.05.606041 +0530,
RED,blue,incongruent,b,67,3,16,r,0.5492137999972329,None,16,3,67,2,108.33537859999342,,,,,108.32372779998695,109.3357507000328,109.3357507000328,109.6347311999998,109.90203749999637,r,0.5492137999972329,None,,,,,2,001,2025-08-24_12h24.57.572,Stroop Task,,2025.1.1,60.236609401185255,2025-08-24 12h25.05.606041 +0530,
RED,blue,incongruent,b,68,0,17,b,0.8126921000075527,None,17,0,68,2,109.91789290000452,,,,,109.90281250001863,110.90114400000311,110.90114400000311,111.20134810003219,111.71807170001557,b,0.8126921000075527,None,,,,,2,001,2025-08-24_12h24.57.572,Stroop Task,,2025.1.1,60.236609401185255,2025-08-24 12h25.05.606041 +0530,
BLUE,red,incongruent,r,69,1,17,r,0.8944285999750718,None,17,1,69,3,111.7347843000316,,,,,111.72184780001407,112.71744720003335,112.71744720003335,113.01682379998965,113.61814060003962,r,0.8944285999750718,None,,,,,2,001,2025-08-24_12h24.57.572,Stroop Task,,2025.1.1,60.236609401185255,2025-08-24 12h25.05.606041 +0530,
BLUE,blue,congruent,b,70,2,17,b,0.6216678999480791,None,17,2,70,1,113.63384730002144,,,,,113.61928550002631,114.63487579999492,114.63487579999492,114.94981369999005,115.26734510000097,b,0.6216678999480791,None,,,,,2,001,2025-08-24_12h24.57.572,Stroop Task,,2025.1.1,60.236609401185255,2025-08-24 12h25.05.606041 +0530,
RED,red,congruent,r,71,3,17,r,0.6905395000358112,None,17,3,71,0,115.28340270003537,,,,,115.27131410001311,116.26684170000954,116.26684170000954,116.5831605999847,116.9663387000328,r,0.6905395000358112,None,,,,,2,001,2025-08-24_12h24.57.572,Stroop Task,,2025.1.1,60.236609401185255,2025-08-24 12h25.05.606041 +0530,
RED,blue,incongruent,b,72,0,18,b,0.8088434999808669,None,18,0,72,2,116.98227380000753,,,,,116.96708430000581,117.96550879999995,117.96550879999995,118.26557980000507,118.78183880000142,b,0.8088434999808669,None,,,,,2,001,2025-08-24_12h24.57.572,Stroop Task,,2025.1.1,60.236609401185255,2025-08-24 12h25.05.606041 +0530,
RED,red,congruent,r,73,1,18,b,1.9623082000180148,None,18,1,73,0,118.79828340001404,,,,,118.78269399999408,119.7814914000337,119.7814914000337,120.08108520001406,121.74774040002376,b,1.9623082000180148,None,,,,,2,001,2025-08-24_12h24.57.572,Stroop Task,,2025.1.1,60.236609401185255,2025-08-24 12h25.05.606041 +0530,
BLUE,red,incongruent,r,74,2,18,r,0.4363770000054501,None,18,2,74,3,121.76418280001963,,,,,121.75185200001579,122.76663470000494,122.76663470000494,123.08087950001936,123.21551529999124,r,0.4363770000054501,None,,,,,2,001,2025-08-24_12h24.57.572,Stroop Task,,2025.1.1,60.236609401185255,2025-08-24 12h25.05.606041 +0530,
BLUE,blue,congruent,b,75,3,18,b,0.7510512000299059,None,18,3,75,1,123.23108009999851,,,,,123.21665220003342,124.23116870003287,124.23116870003287,124.54628160002176,124.99657980003394,b,0.7510512000299059,None,,,,,2,001,2025-08-24_12h24.57.572,Stroop Task,,2025.1.1,60.236609401185255,2025-08-24 12h25.05.606041 +0530,
RED,red,congruent,r,76,0,19,r,0.5121242000022903,None,19,0,76,0,125.01309020002373,,,,,125.00014389998978,125.99656530003995,125.99656530003995,126.29594270000234,126.51332860003458,r,0.5121242000022903,None,,,,,2,001,2025-08-24_12h24.57.572,Stroop Task,,2025.1.1,60.236609401185255,2025-08-24 12h25.05.606041 +0530,
BLUE,blue,congruent,b,77,1,19,r,0.6980337999993935,None,19,1,77,1,126.52950270002475,,,,,126.51725309999892,127.52968189999228,127.52968189999228,127.84527560003335,128.23087130003842,r,0.6980337999993935,None,,,,,2,001,2025-08-24_12h24.57.572,Stroop Task,,2025.1.1,60.236609401185255,2025-08-24 12h25.05.606041 +0530,
